Num,Acronym,Description,Author,Pub Year,Category,Main Formula,Other Formula,CRSP,Compustat(annual),Compustat(quarterly),IBES,description
,cashdebt,Cash ﬂow to debt,Ou & Penman,1989,,"data_rawq['cashdebt'] = (ttm4('ibq', data_rawq) + ttm4('dpq', data_rawq))/((data_rawq['ltq']+data_rawq['ltq_l4'])/2)",data_rawq['ltq_l4'] = data_rawq.groupby(['permno'])['ltq'].shift(4),1,0,1,0,Earnings before depreciation and extraordinary items (ib+dp) divided by avg. total liabilities (lt).
,chcsho,Change in shares outstanding,Pontiff & Woodgate,2008,,data_rawq['chcsho'] = (data_rawq['cshoq']/data_rawq['cshoq_l4'])-1,data_rawq['cshoq_l4'] = data_rawq.groupby(['permno'])['cshoq'].shift(4),1,0,1,0,Annual percent change in shares outstanding (csho).
,chpm(chpmia),Industry-adjusted change in proﬁt margin,Soliman,2008,,data_rawq['chpm'] = (data_rawq['ibq4']/data_rawq['saleq4'])-(data_rawq['ibq4_l1']/data_rawq['saleq4_l1']),"data_rawq['ibq4'] = ttm4('ibq', data_rawq)
data_rawq['saleq4'] = ttm4('saleq', data_rawq)
data_rawq['saleq4'] = np.where(data_rawq['saleq4'].isnull(), data_rawq['saley'], data_rawq['saleq4'])
data_rawq['ibq4_l1'] = data_rawq.groupby(['permno'])['ibq4'].shift(1)
data_rawq['saleq4_l1'] = data_rawq.groupby(['permno'])['saleq4'].shift(1)",1,0,1,0,2-digit SIC - fiscal-year mean adjusted change in income before extraordinary items (ib) divided by sales (sale).
,chtx,Change in tax expense,Thomas & Zhang,2011,,data_rawq['chtx'] = (data_rawq['txtq']-data_rawq['txtq_l4'])/data_rawq['atq_l4'],"data_rawq['txtq_l4'] = data_rawq.groupby(['permno'])['txtq'].shift(4)
data_rawq['atq_l4'] = data_rawq.groupby(['permno'])['atq'].shift(4)",1,0,1,0,Percent change in total taxes (txtq) from quarter t-4 to t.
,cinvest,Corporate investment,"Titman, Wei & Xie",2004,,"* data_rawq['cinvest'] = ((data_rawq['ppentq'] - data_rawq['ppentq_l1']) / data_rawq['saleq'])\
                       -(data_rawq[['c_temp1', 'c_temp2', 'c_temp3']].mean(axis=1))","data_rawq['ppentq_l1'] = data_rawq.groupby(['permno'])['ppentq'].shift(1)
data_rawq['ppentq_l2'] = data_rawq.groupby(['permno'])['ppentq'].shift(2)
data_rawq['ppentq_l3'] = data_rawq.groupby(['permno'])['ppentq'].shift(3)
data_rawq['ppentq_l4'] = data_rawq.groupby(['permno'])['ppentq'].shift(4)
data_rawq['saleq_l1'] = data_rawq.groupby(['permno'])['saleq'].shift(1)
data_rawq['saleq_l2'] = data_rawq.groupby(['permno'])['saleq'].shift(2)
data_rawq['saleq_l3'] = data_rawq.groupby(['permno'])['saleq'].shift(3)

data_rawq['c_temp1'] = (data_rawq['ppentq_l1'] - data_rawq['ppentq_l2']) / data_rawq['saleq_l1']
data_rawq['c_temp2'] = (data_rawq['ppentq_l2'] - data_rawq['ppentq_l3']) / data_rawq['saleq_l2']
data_rawq['c_temp3'] = (data_rawq['ppentq_l3'] - data_rawq['ppentq_l4']) / data_rawq['saleq_l3']

* main formula

data_rawq['c_temp1'] = (data_rawq['ppentq_l1'] - data_rawq['ppentq_l2']) / 0.01
data_rawq['c_temp2'] = (data_rawq['ppentq_l2'] - data_rawq['ppentq_l3']) / 0.01
data_rawq['c_temp3'] = (data_rawq['ppentq_l3'] - data_rawq['ppentq_l4']) / 0.01

data_rawq['cinvest'] = np.where(data_rawq['saleq']<=0, ((data_rawq['ppentq'] - data_rawq['ppentq_l1']) / 0.01)
                                -(data_rawq[['c_temp1', 'c_temp2', 'c_temp3']].mean(axis=1)), data_rawq['cinvest'])

data_rawq = data_rawq.drop(['c_temp1', 'c_temp2', 'c_temp3'], axis=1)",1,0,1,0,"Change over one quarter in net PP&E (ppentq) divided by sales (saleq) - average of this variable for prior 3 quarters; if saleq = 0, then scale by 0.01."
,depr,Depreciation / PP&E,Holthausen & Larcker,1992,,"data_rawq['depr'] = ttm4('dpq', data_rawq)/data_rawq['ppentq']",,0,0,1,0,Depreciation divided by PP&E.
,dolvol,Dollar trading volume,"Chordia, Subrahmanyam & Anshuman",2001,,"crsp_mom['dolvol'] = np.log(crsp_mom['vol_l2']*crsp_mom['prc_l2']).replace([np.inf, -np.inf], np.nan)",,1,0,0,0,Natural log of trading volume times price per share from month t-2.
,gma,Gross profitability,Novy-Marx,2013,,data_rawq['gma'] = (data_rawq['revtq4']-data_rawq['cogsq4'])/data_rawq['atq_l4'],"data_rawq['revtq4'] = ttm4('revtq', data_rawq)
data_rawq['cogsq4'] = ttm4('cogsq', data_rawq)
data_rawq['atq_l4'] = data_rawq.groupby(['permno'])['atq'].shift(4)",1,0,1,0,Revenues (revt) minus cost of goods sold (cogs) divided by lagged total assets (at).
,grltnoa,Growth in long-term net operating assets,"Fairfield, Whisenant & Yohn",2003,,"data_rawq['grltnoa'] = ((data_rawq['rectq']+data_rawq['invtq']+data_rawq['ppentq']+data_rawq['acoq']+data_rawq['intanq']+
                       data_rawq['aoq']-data_rawq['apq']-data_rawq['lcoq']-data_rawq['loq'])-
                      (data_rawq['rectq_l4']+data_rawq['invtq_l4']+data_rawq['ppentq_l4']+data_rawq['acoq_l4']-data_rawq['apq_l4']-data_rawq['lcoq_l4']-data_rawq['loq_l4'])-\
                     (data_rawq['rectq']-data_rawq['rectq_l4']+data_rawq['invtq']-data_rawq['invtq_l4']+data_rawq['acoq']-
                      (data_rawq['apq']-data_rawq['apq_l4']+data_rawq['lcoq']-data_rawq['lcoq_l4'])-
                      ttm4('dpq', data_rawq)))/((data_rawq['atq']+data_rawq['atq_l4'])/2)","data_rawq['rectq_l4'] = data_rawq.groupby(['permno'])['rectq'].shift(4)
data_rawq['acoq_l4'] = data_rawq.groupby(['permno'])['acoq'].shift(4)
data_rawq['apq_l4'] = data_rawq.groupby(['permno'])['apq'].shift(4)
data_rawq['lcoq_l4'] = data_rawq.groupby(['permno'])['lcoq'].shift(4)
data_rawq['loq_l4'] = data_rawq.groupby(['permno'])['loq'].shift(4)
data_rawq['invtq_l4'] = data_rawq.groupby(['permno'])['invtq'].shift(4)
data_rawq['ppentq_l4'] = data_rawq.groupby(['permno'])['ppentq'].shift(4)
data_rawq['atq_l4'] = data_rawq.groupby(['permno'])['atq'].shift(4)",1,0,1,0,Growth in long term net operating assets.
,herf,Industry sales concentration,Hou & Robinson,2006,,data_rawa['herf'] = (data_rawa['sale']/data_rawa['indsale'])*(data_rawa['sale']/data_rawa['indsale']),"data_rawa['sic'] = data_rawa['sic'].astype(int)
data_rawa['ffi49'] = ffi49(data_rawa)
data_rawa['ffi49'] = data_rawa['ffi49'].fillna(49)
data_rawa['ffi49'] = data_rawa['ffi49'].astype(int)
df_temp = data_rawa.groupby(['datadate', 'ffi49'], as_index=False)['sale'].sum()
df_temp = df_temp.rename(columns={'sale': 'indsale'})
data_rawa = pd.merge(data_rawa, df_temp, how='left', on=['datadate', 'ffi49'])
* main formula
df_temp = data_rawa.groupby(['datadate', 'ffi49'], as_index=False)['herf'].sum()
data_rawa = data_rawa.drop(['herf'], axis=1)
data_rawa = pd.merge(data_rawa, df_temp, how='left', on=['datadate', 'ffi49'])",0,1,0,0,2-digit SIC - fiscal-year sales concentration (sum of squared percent of sales in industry for each company).
,hire,Employee growth rate,"Bazdresch, Belo & Lin",2014,,"data_rawa['hire'] = (data_rawa['emp'] - data_rawa['emp_l1'])/data_rawa['emp_l1']
data_rawa['hire'] = np.where((data_rawa['emp'].isnull()) | (data_rawa['emp_l1'].isnull()), 0, data_rawa['hire'])",data_rawa['emp_l1'] = data_rawa.groupby(['permno'])['emp'].shift(1),1,1,0,0,Percent change in number of employees (emp).
,ill,Illiquidity rolling 3m,Amihud,2002,,,,,,,,Average of daily (absolute return / dollar volume).
,lev,Leverage,Bhandari,1988,,data_rawq['lev'] = data_rawq['ltq']/data_rawq['me'],* me from rawq,0,0,1,0,Total liabilities (lt) divided by fiscal year end market capitalization.
,lgr,Growth in long-term debt,"Richardson, Sloan, Soliman & Tuna",2005,,data_rawq['lgr'] = (data_rawq['ltq']/data_rawq['ltq_l4'])-1,data_rawq['ltq_l4'] = data_rawq.groupby(['permno'])['ltq'].shift(4),1,0,1,0,Annual percent change in total liabilities (lt).
,maxret,Maximum daily returns rolling 3m,"Bali, Cakici & Whitelaw",2011,,,,,,,,Maximum daily return from returns during calendar month t-1.
,me_ia(mve_ia),Industry-adjusted size,"Asness, Porter & Stevens",2000,,data_rawa['me_ia'] = data_rawa['me']/data_rawa['me_ind'],"* me from rawa
df_temp = data_rawa.groupby(['datadate', 'ffi49'], as_index=False)['me'].mean()
df_temp = df_temp.rename(columns={'me': 'me_ind'})
data_rawa = pd.merge(data_rawa, df_temp, how='left', on=['datadate', 'ffi49'])",1,1,0,0,2-digit SIC industry-adjusted fiscal year-end market capitalization.
,mom12m,Momentum rolling 12m,Jegadeesh,1990,,"crsp_mom['mom12m'] = mom(1, 12, crsp_mom)",* crsp_mom,1,0,0,0,11-month cumulative returns ending one month before month end.
,mom1m,Momentum ,Jegadeesh & Titman,1993,,crsp_mom['mom1m'] = crsp_mom['ret'],* crsp_mom,1,0,0,0,1-month cumulative return.
,mom36m,Momentum rolling 36m,Jegadeesh & Titman,1993,,"crsp_mom['mom36m'] = mom(1, 36, crsp_mom)",* crsp_mom,1,0,0,0,Cumulative returns from months t-36 to t-13.
,mom60m,Momentum rolling 60m,Jegadeesh & Titman,1993,,"crsp_mom['mom60m'] = mom(12, 60, crsp_mom)",* crsp_mom,1,0,0,0,
,mom6m,Momentum rolling 6m,Jegadeesh & Titman,1993,,"crsp_mom['mom6m'] = mom(1, 6, crsp_mom)",* crsp_mom,1,0,0,0,5-month cumulative returns ending one month before month end.
,nincr,Number of earnings increases,"Barth, Elliott & Finn",1999,,"data_rawq['nincr'] = (data_rawq['nincr_temp1']
                      + (data_rawq['nincr_temp1']*data_rawq['nincr_temp2'])
                      + (data_rawq['nincr_temp1']*data_rawq['nincr_temp2']*data_rawq['nincr_temp3'])
                      + (data_rawq['nincr_temp1']*data_rawq['nincr_temp2']*data_rawq['nincr_temp3']*data_rawq['nincr_temp4'])
                      + (data_rawq['nincr_temp1']*data_rawq['nincr_temp2']*data_rawq['nincr_temp3']*data_rawq['nincr_temp4']*data_rawq['nincr_temp5'])
                      + (data_rawq['nincr_temp1']*data_rawq['nincr_temp2']*data_rawq['nincr_temp3']*data_rawq['nincr_temp4']*data_rawq['nincr_temp5']*data_rawq['nincr_temp6'])
                      + (data_rawq['nincr_temp1']*data_rawq['nincr_temp2']*data_rawq['nincr_temp3']*data_rawq['nincr_temp4']*data_rawq['nincr_temp5']*data_rawq['nincr_temp6']*data_rawq['nincr_temp7'])
                      + (data_rawq['nincr_temp1']*data_rawq['nincr_temp2']*data_rawq['nincr_temp3']*data_rawq['nincr_temp4']*data_rawq['nincr_temp5']*data_rawq['nincr_temp6']*data_rawq['nincr_temp7']*data_rawq['nincr_temp8']))","data_rawq['ibq_l1'] = data_rawq.groupby(['permno'])['ibq'].shift(1)
data_rawq['ibq_l2'] = data_rawq.groupby(['permno'])['ibq'].shift(2)
data_rawq['ibq_l3'] = data_rawq.groupby(['permno'])['ibq'].shift(3)
data_rawq['ibq_l4'] = data_rawq.groupby(['permno'])['ibq'].shift(4)
data_rawq['ibq_l5'] = data_rawq.groupby(['permno'])['ibq'].shift(5)
data_rawq['ibq_l6'] = data_rawq.groupby(['permno'])['ibq'].shift(6)
data_rawq['ibq_l7'] = data_rawq.groupby(['permno'])['ibq'].shift(7)
data_rawq['ibq_l8'] = data_rawq.groupby(['permno'])['ibq'].shift(8)

data_rawq['nincr_temp1'] = np.where(data_rawq['ibq'] > data_rawq['ibq_l1'], 1, 0)
data_rawq['nincr_temp2'] = np.where(data_rawq['ibq_l1'] > data_rawq['ibq_l2'], 1, 0)
data_rawq['nincr_temp3'] = np.where(data_rawq['ibq_l2'] > data_rawq['ibq_l3'], 1, 0)
data_rawq['nincr_temp4'] = np.where(data_rawq['ibq_l3'] > data_rawq['ibq_l4'], 1, 0)
data_rawq['nincr_temp5'] = np.where(data_rawq['ibq_l4'] > data_rawq['ibq_l5'], 1, 0)
data_rawq['nincr_temp6'] = np.where(data_rawq['ibq_l5'] > data_rawq['ibq_l6'], 1, 0)
data_rawq['nincr_temp7'] = np.where(data_rawq['ibq_l6'] > data_rawq['ibq_l7'], 1, 0)
data_rawq['nincr_temp8'] = np.where(data_rawq['ibq_l7'] > data_rawq['ibq_l8'], 1, 0)

*main formula

data_rawq = data_rawq.drop(['ibq_l1', 'ibq_l2', 'ibq_l3', 'ibq_l4', 'ibq_l5', 'ibq_l6', 'ibq_l7', 'ibq_l8', 'nincr_temp1',
                            'nincr_temp2', 'nincr_temp3', 'nincr_temp4', 'nincr_temp5', 'nincr_temp6', 'nincr_temp7',
                            'nincr_temp8'], axis=1)",1,0,1,0,Number of consecutive quarters (up to eight quarters) with an increase in earnings (ibq) over same quarter in the prior year.
,op(operprof),Operating proﬁtability,Fama and French,2015,,,,,,,,
,pscore(ps),Performance Score,Piotroski,2000,,"data_rawa['ps'] = np.where(data_rawa['pstkrv'].isnull(), data_rawa['pstkl'], data_rawa['pstkrv'])
data_rawa['ps'] = np.where(data_rawa['ps'].isnull(), data_rawa['pstk'], data_rawa['ps'])
data_rawa['ps'] = np.where(data_rawa['ps'].isnull(), 0, data_rawa['ps'])",#(pstkrv prior to pstkl prior to pstk),0,1,0,0,Sum of 9 indicator variables to form fundamental health score.
,rd_sale,R&D to sales,"Guo, Lev & Shi",2006,,data_rawq['rd_sale'] = data_rawq['xrdq4']/data_rawq['saleq4'],"data_rawq['xrdq4'] = ttm4('xrdq', data_rawq)
data_rawq['xrdq4'] = np.where(data_rawq['xrdq4'].isnull(), data_rawq['xrdy'], data_rawq['xrdq4'])
data_rawq['saleq4'] = ttm4('saleq', data_rawq)
data_rawq['saleq4'] = np.where(data_rawq['saleq4'].isnull(), data_rawq['saley'], data_rawq['saleq4'])",0,0,1,0,R&D expense divided by sales (xrd/sale).
,re,Revisions in analysts’ earnings forecasts,"Chan, Jegadeesh, and Lakonishok",1996,,,,,,,,
,rsup,Revenue surprise,Kama,2009,,data_rawq['rsup'] = (data_rawq['saleq'] - data_rawq['saleq_l4'])/data_rawq['me'],data_rawq['saleq_l4'] = data_rawq.groupby(['permno'])['saleq'].shift(4),1,0,1,0,Sales from quarter t minus sales from quarter t-4 (saleq) divided by fiscal-quarter- end market capitalization (cshoq * prccq).
,rvar_capm,Residual variance - CAPM rolling 3m,Daily Stock residual variance of CAPM,,,,,,,,,
,rvar_ff3,Residual variance - ff3 rolling 3m,Daily Stock residual variance of Fama French 3 factors,,,,,,,,,
,rvar_mean,return variance rolling 3m,Daily Stock return variance,,,,,,,,,
,sgr,Sales growth,"Lakonishok, Shleifer & Vishny",1994,,data_rawq['sgr'] = (data_rawq['saleq4']/data_rawq['saleq4_l4'])-1,"data_rawq['saleq4'] = ttm4('saleq', data_rawq)
data_rawq['saleq4'] = np.where(data_rawq['saleq4'].isnull(), data_rawq['saley'], data_rawq['saleq4'])

data_rawq['saleq4_l4'] = data_rawq.groupby(['permno'])['saleq4'].shift(4)",1,0,1,0,Annual percent change in sales (sale).
,std_dolvol,Std of dollar trading volume rolling 3m,"Chordia, Subrahmanyam & Anshuman",2001,,,,,,,,Monthly standard deviation of daily dollar trading volume.
,std_turn,Std. of Share turnover rolling 3m,"Chordia, Subrahmanyam, &Anshuman",2001,,,,,,,,Monthly standard deviation of daily share turnover.
,sue,Unexpected quarterly earnings,"Rendelman, Jones & Latane",1982,,,,,,,,"Unexpected quarterly earnings divided by fiscal-quarter-end market cap. Unexpected earnings is I/B/E/S actual earnings minus median forecasted earnings if available, else it is the seasonally differenced quarterly earnings before extraordinary items from Compustat quarterly file."
,turn,Shares turnover,"Datar, Naik & Radcliffe",1998,,,,,,,,Average monthly trading volume for most recent 3 months scaled by number of shares outstanding in current month.
,zerotrade,Number of zero-trading days rolling 3m,Liu,2006,,,,,,,,Turnover weighted number of zero trading days for most recent 1 month.
